timestamp,symbole_actif,secteur,prix_ouverture,prix_haut,prix_bas,prix_cloture,volume,volatilite,rsi_14,macd,bollinger_sup,bollinger_moy,bollinger_inf,atr_14,obv,stochastique_k,stochastique_d,ema_9,ema_21,sharpe_ratio_30j,volatilite_historique_30j,tendance,sentiment_news,mouvement_24h
2024-05-02 22:00:00,WTI,matiere_premiere,65.89,66.08,65.89,66.04,101372,0.283,48.35,0.2035,66.75,66.17,65.58,0.3416,-8590734,25.65,18.01,66.2,66.08,-3.816,30.122,haussière,positif,0.71
2024-05-02 22:00:00,XAU/USD,matiere_premiere,3698.63,3708.56,3695.48,3704.02,87763,0.354,66.18,4.5059,3713.1,3694.26,3675.42,11.5237,24234761,58.71,51.49,3700.4,3695.98,8.664,22.119,neutre,neutre,0.52
2024-05-02 23:00:00,AAPL,tech,185.17,185.29,185.03,185.07,850538,0.14,35.46,-0.468,189.22,186.62,184.02,0.906,57148398,25.21,24.97,185.55,186.12,2.219,26.405,neutre,neutre,-0.35
2024-05-02 23:00:00,AMD,tech,313.59,316.02,312.57,314.28,1196913,1.099,68.83,2.2246,317.97,311.84,305.71,2.8553,708284934,72.92,70.5,313.44,311.5,5.899,57.17,haussière,positif,3.57
2024-05-02 23:00:00,AMZN,tech,199.08,199.48,199.01,199.11,734603,0.24,66.72,0.174,199.31,198.26,197.21,0.8593,-103398023,86.3,72.69,198.38,198.21,7.431,30.442,neutre,positif,0.81
2024-05-02 23:00:00,BTC-USD,crypto,85948.13,87179.79,85009.66,87031.18,1879,2.525,60.37,974.1973,88553.54,84994.99,81436.44,1562.9959,50819,81.29,75.65,86306.34,85317.87,1.98,99.697,haussière,neutre,3.62
2024-05-02 23:00:00,ETH-USD,crypto,1183.26,1204.77,1182.94,1192.9,1723,1.845,38.99,1.8181,1221.36,1195.64,1169.93,18.426,-87702,44.26,30.62,1192.2,1191.66,1.169,106.307,haussière,positif,1.54
2024-05-02 23:00:00,EUR/USD,forex,1.3338,1.33424,1.33377,1.33404,44195349,0.035,34.64,-0.0006,1.3396,1.33654,1.33348,0.0014,12967196636,27.6,22.92,1.3352,1.33602,15.944,6.86,neutre,neutre,-0.07
2024-05-02 23:00:00,GBP/USD,forex,1.58305,1.58376,1.58296,1.58327,34054669,0.05,32.32,-0.0025,1.59166,1.58739,1.58313,0.002,13177558557,5.96,5.57,1.58534,1.58756,-7.86,8.0,neutre,neutre,-0.42
2024-05-02 23:00:00,GOOGL,tech,208.74,208.97,208.44,208.79,1331190,0.252,65.28,0.68,209.12,207.73,206.33,0.7882,389017869,80.83,65.48,208.15,207.53,3.664,28.596,neutre,négatif,2.13
2024-05-02 23:00:00,INTC,tech,55.68,56.03,55.36,55.93,1736846,1.196,68.59,0.0657,56.24,55.19,54.15,0.4447,184997328,93.38,77.97,55.54,55.4,5.465,51.472,haussière,positif,2.8
2024-05-02 23:00:00,JPM,finance,130.69,131.05,130.02,130.16,1002195,0.792,24.34,-0.4832,132.69,131.56,130.43,0.485,-486178250,6.53,11.11,131.01,131.52,-3.856,20.533,baissière,neutre,-1.89
2024-05-02 23:00:00,META,tech,405.21,406.13,403.19,403.44,1634727,0.725,37.62,-1.0499,408.51,405.63,402.76,2.0725,-236495823,12.47,26.34,404.71,405.67,-4.872,36.916,baissière,neutre,-0.79
2024-05-02 23:00:00,MSFT,tech,443.35,445.34,443.32,445.09,556131,0.456,89.52,0.807,444.56,440.8,437.04,1.4879,-94134051,96.29,87.7,442.57,441.49,0.959,21.244,haussière,neutre,1.5
2024-05-02 23:00:00,NFLX,tech,891.19,900.29,886.0,897.69,743418,1.604,66.14,3.6213,894.79,886.0,877.21,6.7534,-392701516,88.18,71.14,889.2,885.84,5.112,41.641,haussière,négatif,2.35
2024-05-02 23:00:00,NVDA,tech,116.73,117.82,116.34,117.58,1096656,1.268,60.84,0.1541,117.57,116.35,115.13,1.0682,-621746387,90.9,59.0,116.4,116.25,3.041,65.66,haussière,neutre,1.18
2024-05-02 23:00:00,QQQ,indice,385.73,386.01,384.79,385.11,1353183,0.316,14.9,-1.3719,390.3,387.8,385.3,0.8721,-53633216,6.51,7.93,386.57,387.86,-14.303,14.443,baissière,négatif,-1.32
2024-05-02 23:00:00,SPY,indice,497.63,497.81,496.62,497.14,1519305,0.24,65.86,1.324,498.02,495.23,492.45,1.0711,-211265887,86.63,89.66,496.41,495.26,-8.486,14.06,neutre,neutre,0.86
2024-05-02 23:00:00,USD/JPY,forex,192.438,192.544,192.407,192.464,29486216,0.071,55.94,-0.0117,192.587,192.322,192.057,0.2019,11084406731,72.28,60.52,192.397,192.381,11.816,6.46,neutre,neutre,0.09
2024-05-02 23:00:00,V,finance,221.04,221.25,220.47,220.5,1358543,0.352,15.46,-1.1144,226.63,223.75,220.87,0.708,-223854219,0.54,3.36,222.25,223.44,-6.965,19.742,baissière,négatif,-2.29
2024-05-02 23:00:00,WTI,matiere_premiere,66.1,66.42,65.99,66.26,116644,0.65,53.86,0.1937,66.73,66.2,65.67,0.3479,-8474090,43.86,25.8,66.21,66.09,-3.777,30.133,haussière,neutre,1.12
2024-05-02 23:00:00,XAU/USD,matiere_premiere,3701.74,3713.85,3697.64,3711.1,109794,0.438,66.39,5.119,3715.19,3695.65,3676.11,11.8584,24344555,73.63,59.18,3702.54,3697.36,8.754,22.127,haussière,positif,0.62
2024-05-03 00:00:00,AAPL,tech,184.94,185.17,184.84,184.86,681120,0.175,34.98,-0.5061,189.22,186.51,183.8,0.8645,56467278,21.65,25.06,185.41,186.01,2.222,26.404,neutre,neutre,-0.41
2024-05-03 00:00:00,AMD,tech,314.2,314.34,313.49,313.58,1346850,0.27,61.32,2.1063,317.62,312.25,306.89,2.7118,706938084,54.89,67.09,313.47,311.69,5.948,57.152,baissière,négatif,5.77
2024-05-03 00:00:00,AMZN,tech,198.96,199.1,198.48,198.96,665563,0.314,74.15,0.2121,199.33,198.27,197.21,0.8434,-104063586,80.76,84.85,198.5,198.28,7.51,30.427,neutre,neutre,0.6
2024-05-03 00:00:00,BTC-USD,crypto,87004.52,87487.19,86057.61,86667.41,1210,1.643,58.36,954.3817,88670.33,85184.95,81699.57,1553.466,49609,74.88,71.9,86378.55,85440.55,1.975,99.699,baissière,neutre,3.29
2024-05-03 00:00:00,ETH-USD,crypto,1195.87,1201.7,1186.43,1194.81,1435,1.277,39.77,1.8634,1219.34,1196.95,1174.56,18.2005,-86267,52.18,39.65,1192.72,1191.95,1.242,106.295,neutre,positif,0.31
2024-05-03 00:00:00,EUR/USD,forex,1.33426,1.33497,1.33407,1.33483,27399209,0.067,36.1,-0.0007,1.3396,1.33644,1.33329,0.0014,12994595845,39.57,30.73,1.33513,1.33591,16.148,6.859,neutre,neutre,-0.08
2024-05-03 00:00:00,GBP/USD,forex,1.58308,1.58359,1.58071,1.5814,46644896,0.182,28.39,-0.0027,1.5919,1.58699,1.58208,0.0021,13130913661,7.18,6.05,1.58455,1.587,-7.932,8.006,neutre,neutre,-0.66
2024-05-03 00:00:00,GOOGL,tech,208.73,209.75,208.38,209.5,902469,0.656,69.63,0.7501,209.39,207.86,206.34,0.8298,389920338,90.48,84.52,208.42,207.71,3.925,28.601,haussière,positif,2.67
2024-05-03 00:00:00,INTC,tech,55.96,56.13,55.69,55.76,891409,0.779,65.15,0.0833,56.29,55.25,54.22,0.4441,184105919,74.56,83.17,55.58,55.43,5.475,51.469,baissière,négatif,2.42
2024-05-03 00:00:00,JPM,finance,130.01,130.87,129.87,130.43,615541,0.766,33.24,-0.5068,132.69,131.48,130.27,0.5214,-485562709,23.6,15.15,130.89,131.42,-3.68,20.545,haussière,positif,-2.0
2024-05-03 00:00:00,META,tech,402.82,403.23,401.0,401.65,1121926,0.553,30.15,-1.2376,408.58,405.34,402.1,2.099,-237617749,8.63,22.7,404.09,405.3,-4.962,36.942,baissière,positif,-1.18
2024-05-03 00:00:00,MSFT,tech,445.03,446.1,444.83,445.63,955640,0.285,90.1,1.0241,445.32,441.16,437.0,1.4723,-93178411,93.83,91.53,443.18,441.86,1.055,21.248,neutre,négatif,1.88
2024-05-03 00:00:00,NFLX,tech,898.16,907.28,896.44,905.5,1256594,1.207,75.78,4.7297,899.23,887.27,875.31,7.0453,-391444922,93.88,86.94,892.46,887.63,5.412,41.738,haussière,positif,3.43
2024-05-03 00:00:00,NVDA,tech,117.41,118.29,117.33,118.27,670876,0.823,69.15,0.2963,117.89,116.42,114.94,1.0609,-621075511,99.39,88.24,116.77,116.44,3.272,65.648,haussière,négatif,1.43
2024-05-03 00:00:00,QQQ,indice,385.27,385.55,385.18,385.54,861030,0.097,24.7,-1.381,390.18,387.6,385.03,0.8411,-52772186,19.56,12.13,386.37,387.65,-14.141,14.449,neutre,neutre,-1.28
2024-05-03 00:00:00,SPY,indice,497.28,497.39,496.57,497.15,2035043,0.165,74.14,1.3086,498.24,495.38,492.51,1.0531,-209230844,86.76,89.03,496.56,495.43,-8.372,14.054,neutre,négatif,0.77
2024-05-03 00:00:00,USD/JPY,forex,192.411,192.523,192.396,192.415,39870857,0.066,53.81,-0.0085,192.596,192.331,192.065,0.1966,11044535874,64.41,68.02,192.401,192.384,11.914,6.455,neutre,positif,-0.05
2024-05-03 00:00:00,V,finance,220.46,220.76,220.2,220.59,1122579,0.254,18.68,-1.195,226.67,223.53,220.39,0.6974,-222731640,8.82,4.55,221.92,223.18,-6.711,19.699,neutre,négatif,-1.98
2024-05-03 00:00:00,WTI,matiere_premiere,66.31,66.44,66.19,66.43,81790,0.383,51.18,0.1972,66.71,66.24,65.77,0.3412,-8392300,58.0,42.5,66.25,66.12,-3.625,30.145,haussière,neutre,1.84
2024-05-03 00:00:00,XAU/USD,matiere_premiere,3712.96,3716.96,3709.87,3713.02,85687,0.191,62.44,5.6948,3717.52,3696.94,3676.36,11.5176,24430242,80.16,70.83,3704.63,3698.78,8.706,22.123,neutre,positif,0.99
2024-05-03 01:00:00,AAPL,tech,185.02,185.8,184.99,185.63,895162,0.44,36.89,-0.4689,189.15,186.43,183.71,0.87,57362440,34.84,27.23,185.46,185.97,2.306,26.431,haussière,positif,-0.1
2024-05-03 01:00:00,AMD,tech,313.46,314.09,313.0,313.57,1534244,0.346,57.72,1.9884,317.27,312.6,307.94,2.5955,705403840,54.66,60.82,313.49,311.86,5.886,57.145,neutre,positif,4.43
2024-05-03 01:00:00,AMZN,tech,199.06,199.53,199.02,199.39,1665939,0.254,70.88,0.2736,199.42,198.29,197.15,0.8236,-102397647,93.4,86.82,198.68,198.38,7.408,30.391,haussière,positif,0.97
2024-05-03 01:00:00,BTC-USD,crypto,86663.53,87288.82,86277.02,86305.21,1324,1.167,58.04,899.0873,88759.44,85317.2,81874.97,1514.7752,48285,68.51,74.89,86363.88,85519.16,1.815,99.664,baissière,neutre,4.39
2024-05-03 01:00:00,ETH-USD,crypto,1200.41,1205.1,1187.54,1190.67,1253,1.462,40.43,1.5472,1219.2,1196.63,1174.07,18.1543,-87520,42.69,46.38,1192.31,1191.83,1.168,106.297,baissière,négatif,1.34
2024-05-03 01:00:00,EUR/USD,forex,1.33492,1.33493,1.3342,1.33432,32359430,0.054,37.43,-0.0007,1.33962,1.33633,1.33304,0.0014,12962236415,31.78,32.98,1.33496,1.33577,16.258,6.851,neutre,neutre,-0.14
2024-05-03 01:00:00,GBP/USD,forex,1.58123,1.58244,1.58108,1.58228,38176394,0.086,33.79,-0.0027,1.59196,1.58668,1.58139,0.002,13169090055,16.28,9.81,1.5841,1.58657,-7.864,8.009,neutre,neutre,-0.53
2024-05-03 01:00:00,GOOGL,tech,209.49,209.65,209.01,209.13,566427,0.31,60.78,0.7667,209.52,207.98,206.44,0.8168,389353911,75.82,82.38,208.56,207.84,3.732,28.594,baissière,négatif,2.37
2024-05-03 01:00:00,INTC,tech,55.77,56.09,55.52,55.98,1099922,1.021,62.35,0.114,56.33,55.33,54.33,0.453,185205841,87.24,85.06,55.66,55.48,5.502,51.478,haussière,neutre,2.54
2024-05-03 01:00:00,JPM,finance,130.52,130.56,130.39,130.45,892489,0.132,29.36,-0.5181,132.69,131.41,130.13,0.4965,-484670220,24.36,18.16,130.81,131.33,-3.83,20.524,neutre,neutre,-1.64
2024-05-03 01:00:00,META,tech,401.78,405.01,401.45,404.18,1133097,0.885,42.73,-1.1687,408.34,405.19,402.04,2.2031,-236484652,42.41,21.17,404.11,405.2,-4.918,36.966,haussière,positif,-0.52
2024-05-03 01:00:00,MSFT,tech,445.97,447.26,445.87,447.05,1547081,0.312,91.35,1.2952,446.32,441.58,436.84,1.4837,-91631330,97.51,95.88,443.95,442.34,1.109,21.262,haussière,neutre,2.36
2024-05-03 01:00:00,NFLX,tech,904.88,910.66,904.7,908.91,893867,0.659,76.81,5.8161,903.66,888.67,873.68,6.9677,-390551055,93.94,92.0,895.75,889.57,5.464,41.752,haussière,positif,3.84
2024-05-03 01:00:00,NVDA,tech,118.41,119.2,118.04,118.96,1382722,0.984,72.86,0.4591,118.35,116.51,114.66,1.0683,-619692789,94.02,94.77,117.21,116.67,3.192,65.582,haussière,neutre,2.03
2024-05-03 01:00:00,QQQ,indice,385.61,386.26,384.78,385.02,1214748,0.383,25.81,-1.4137,390.06,387.39,384.71,0.8865,-53986934,6.29,10.79,386.1,387.41,-14.158,14.451,baissière,négatif,-1.39
2024-05-03 01:00:00,SPY,indice,497.27,497.72,496.97,497.71,2535519,0.152,81.58,1.3267,498.56,495.52,492.49,1.0318,-206695325,97.31,90.23,496.79,495.64,-8.337,14.057,neutre,neutre,0.79
2024-05-03 01:00:00,USD/JPY,forex,192.411,192.478,192.273,192.378,32166772,0.107,54.34,-0.0089,192.597,192.341,192.085,0.1972,11012369102,58.39,65.03,192.396,192.384,11.897,6.455,neutre,neutre,-0.01
2024-05-03 01:00:00,V,finance,220.57,220.89,220.56,220.88,1078603,0.149,22.91,-1.2219,226.59,223.32,220.05,0.671,-221653037,15.14,8.17,221.71,222.97,-6.745,19.694,neutre,négatif,-1.63
2024-05-03 01:00:00,WTI,matiere_premiere,66.4,66.61,66.21,66.56,116041,0.601,57.86,0.2079,66.73,66.27,65.81,0.3453,-8276259,68.86,56.91,66.31,66.16,-3.715,30.118,haussière,négatif,1.38
2024-05-03 01:00:00,XAU/USD,matiere_premiere,3716.68,3720.56,3713.49,3713.87,70832,0.19,67.65,6.1487,3718.7,3698.7,3678.69,11.2334,24501074,78.57,77.46,3706.48,3700.15,8.79,22.117,neutre,neutre,0.76
2024-05-03 02:00:00,AAPL,tech,185.54,185.87,184.54,184.79,1321886,0.718,30.67,-0.5013,189.14,186.33,183.52,0.903,56040554,20.42,25.64,185.32,185.87,2.005,26.472,baissière,positif,-0.61
2024-05-03 02:00:00,AMD,tech,313.84,314.01,311.06,312.96,1080251,0.942,51.2,1.8248,316.78,312.9,309.02,2.6212,704323589,44.55,51.36,313.38,311.96,5.805,57.149,baissière,négatif,3.31
2024-05-03 02:00:00,AMZN,tech,199.35,199.45,198.7,198.75,972403,0.375,58.56,0.2673,199.47,198.31,197.16,0.8181,-103370050,62.95,79.04,198.69,198.41,7.264,30.415,baissière,négatif,0.33
2024-05-03 02:00:00,BTC-USD,crypto,86053.32,86387.57,85626.48,86365.62,1181,0.884,63.0,850.3384,88845.86,85439.99,82034.11,1460.9405,49466,69.57,70.99,86364.23,85596.11,1.946,99.602,haussière,positif,3.39
2024-05-03 02:00:00,ETH-USD,crypto,1192.71,1214.95,1191.49,1212.93,1954,1.967,57.34,3.0579,1221.18,1197.47,1173.75,18.5918,-85566,95.3,63.39,1196.43,1193.75,1.488,106.441,haussière,neutre,1.97
2024-05-03 02:00:00,EUR/USD,forex,1.3342,1.3344,1.33394,1.33419,39642156,0.034,34.49,-0.0007,1.33962,1.3362,1.33278,0.0013,12922594259,29.91,33.75,1.33481,1.33563,16.246,6.852,neutre,neutre,-0.13
2024-05-03 02:00:00,GBP/USD,forex,1.58243,1.58256,1.58122,1.58153,43878951,0.085,26.69,-0.0028,1.592,1.58633,1.58065,0.002,13125211104,8.54,10.67,1.58359,1.58611,-7.933,8.01,neutre,neutre,-0.57
2024-05-03 02:00:00,GOOGL,tech,209.12,209.12,208.6,208.64,1191747,0.25,56.29,0.7319,209.43,208.1,206.77,0.7967,388162164,56.55,74.28,208.58,207.91,3.701,28.6,baissière,négatif,1.55
2024-05-03 02:00:00,INTC,tech,55.88,55.9,55.46,55.65,738283,0.776,55.94,0.1107,56.29,55.4,54.5,0.4575,184467558,58.6,73.47,55.66,55.5,5.386,51.52,baissière,négatif,1.6
2024-05-03 02:00:00,JPM,finance,130.4,130.67,130.36,130.62,649539,0.235,33.09,-0.5071,132.65,131.35,130.04,0.4829,-484020681,31.79,26.58,130.77,131.27,-3.697,20.528,haussière,neutre,-1.45
2024-05-03 02:00:00,META,tech,404.06,404.8,403.1,404.72,656119,0.422,47.38,-1.058,408.33,405.23,402.14,2.1674,-235828533,49.65,33.57,404.23,405.15,-4.921,36.966,haussière,positif,-0.02
2024-05-03 02:00:00,MSFT,tech,447.2,447.27,446.65,446.74,797536,0.139,87.38,1.4686,447.01,442.0,436.99,1.422,-92428866,92.81,94.72,444.51,442.74,1.073,21.263,neutre,positif,2.05
2024-05-03 02:00:00,NFLX,tech,908.46,909.51,901.93,905.2,761782,0.835,71.47,6.3046,906.07,889.92,873.76,7.0116,-391312837,81.04,89.62,897.64,890.99,5.295,41.777,baissière,neutre,3.46
2024-05-03 02:00:00,NVDA,tech,118.87,120.48,116.41,118.19,924700,3.424,66.16,0.5204,118.58,116.59,114.6,1.2827,-620617489,57.41,83.61,117.41,116.8,2.943,65.581,baissière,négatif,0.88
2024-05-03 02:00:00,QQQ,indice,385.03,385.05,383.95,384.25,1926056,0.285,15.55,-1.4849,390.08,387.15,384.23,0.9016,-55912990,6.46,10.77,385.73,387.12,-14.103,14.436,baissière,négatif,-1.45
2024-05-03 02:00:00,SPY,indice,497.63,498.01,497.05,497.15,2423243,0.193,72.77,1.2813,498.71,495.68,492.65,1.0266,-209118568,80.59,88.22,496.86,495.77,-8.416,14.061,neutre,négatif,0.57
2024-05-03 02:00:00,USD/JPY,forex,192.364,192.46,192.241,192.29,37466139,0.113,47.19,-0.0161,192.592,192.346,192.1,0.1987,10974902963,44.32,55.71,192.375,192.375,11.659,6.453,neutre,neutre,0.04
2024-05-03 02:00:00,V,finance,220.94,221.31,220.83,220.99,661282,0.218,20.84,-1.2202,226.44,223.12,219.8,0.6575,-220991755,18.14,14.03,221.57,222.79,-6.641,19.692,neutre,neutre,-1.67
2024-05-03 02:00:00,WTI,matiere_premiere,66.57,66.97,66.45,66.76,121779,0.78,63.35,0.2304,66.8,66.31,65.83,0.3578,-8154480,83.03,69.97,66.4,66.22,-3.373,30.082,haussière,positif,1.3
2024-05-03 02:00:00,XAU/USD,matiere_premiere,3715.4,3717.67,3702.94,3710.05,88141,0.397,62.94,6.1293,3718.73,3700.21,3681.69,11.4834,24412933,66.33,75.02,3707.2,3701.05,8.821,22.113,neutre,neutre,0.7
2024-05-03 03:00:00,AAPL,tech,184.86,185.01,184.81,184.88,895502,0.109,31.22,-0.5137,189.1,186.23,183.36,0.8543,56936056,22.0,25.75,185.23,185.78,2.175,26.448,neutre,positif,-0.77
2024-05-03 03:00:00,AMD,tech,312.93,313.69,312.79,313.5,1289805,0.288,45.18,1.7195,316.8,313.02,309.25,2.4983,705613394,53.63,50.94,313.41,312.1,5.858,57.149,haussière,positif,2.35
2024-05-03 03:00:00,AMZN,tech,198.82,199.96,198.32,199.8,938106,0.824,65.66,0.3435,199.61,198.34,197.07,0.8766,-102431944,93.83,83.39,198.91,198.54,7.484,30.465,haussière,positif,0.52
2024-05-03 03:00:00,BTC-USD,crypto,86336.38,88040.13,86013.26,87571.82,2027,2.348,66.06,898.6756,89095.94,85566.88,82037.81,1501.3642,51493,90.8,76.29,86605.75,85775.72,1.978,99.644,haussière,positif,4.03
2024-05-03 03:00:00,ETH-USD,crypto,1212.6,1242.03,1210.55,1236.91,2007,2.596,67.23,6.1199,1226.7,1198.43,1170.15,19.5125,-83559,92.7,76.9,1204.53,1197.67,1.596,106.605,haussière,positif,4.16
2024-05-03 03:00:00,EUR/USD,forex,1.33426,1.33446,1.33422,1.33423,36783791,0.018,38.1,-0.0007,1.33964,1.33611,1.33258,0.0012,12959378050,30.37,30.69,1.33469,1.3355,16.22,6.852,neutre,neutre,-0.18
2024-05-03 03:00:00,GBP/USD,forex,1.58211,1.58317,1.5811,1.58234,28593242,0.131,34.95,-0.0027,1.59188,1.58602,1.58017,0.002,13153804346,18.54,14.46,1.58334,1.58577,-7.79,8.012,neutre,neutre,-0.39
2024-05-03 03:00:00,GOOGL,tech,208.58,209.21,208.57,209.01,622172,0.306,55.79,0.7261,209.49,208.2,206.91,0.7854,388784336,71.25,67.88,208.67,208.01,3.75,28.606,haussière,négatif,1.54
2024-05-03 03:00:00,INTC,tech,55.67,56.04,55.61,55.97,1688746,0.785,55.67,0.1323,56.34,55.45,54.56,0.456,186156304,84.95,76.93,55.72,55.54,5.582,51.544,haussière,positif,2.79
2024-05-03 03:00:00,JPM,finance,130.57,130.75,130.05,130.28,729610,0.531,24.91,-0.52,132.66,131.28,129.9,0.4979,-484750291,17.27,24.47,130.67,131.18,-3.858,20.547,baissière,neutre,-1.21
2024-05-03 03:00:00,META,tech,404.19,406.06,404.12,405.34,1660761,0.479,44.42,-0.9096,408.33,405.24,402.14,2.151,-234167772,57.97,50.01,404.46,405.17,-4.748,36.95,haussière,neutre,0.16
2024-05-03 03:00:00,MSFT,tech,446.71,448.01,446.04,447.86,966420,0.441,88.4,1.6768,447.92,442.42,436.93,1.4613,-91462446,98.03,96.12,445.18,443.2,1.297,21.275,haussière,neutre,2.15
2024-05-03 03:00:00,NFLX,tech,905.06,906.46,904.25,905.61,1003332,0.244,70.95,6.6483,908.37,890.92,873.46,6.6688,-390309505,81.81,85.6,899.23,892.32,5.497,41.716,neutre,neutre,3.23
2024-05-03 03:00:00,NVDA,tech,118.17,119.63,117.66,119.07,1172302,1.668,67.51,0.632,118.94,116.68,114.41,1.3319,-619445187,73.63,75.02,117.74,117.01,3.16,65.609,haussière,positif,2.26
2024-05-03 03:00:00,QQQ,indice,384.38,385.76,384.35,385.73,2089885,0.366,34.85,-1.4055,389.78,386.97,384.17,0.9448,-53823105,38.53,17.09,385.73,386.99,-13.69,14.506,haussière,neutre,-1.03
2024-05-03 03:00:00,SPY,indice,497.37,498.54,497.0,498.06,930060,0.31,73.14,1.3034,499.02,495.84,492.67,1.0633,-208188508,88.8,88.9,497.1,495.98,-8.241,14.078,neutre,négatif,0.7
2024-05-03 03:00:00,USD/JPY,forex,192.287,192.344,192.26,192.317,41156016,0.044,51.48,-0.0194,192.587,192.353,192.119,0.1905,11016058979,48.56,50.42,192.363,192.37,11.811,6.448,neutre,neutre,0.06
2024-05-03 03:00:00,V,finance,221.16,221.41,220.62,221.08,1005501,0.356,23.06,-1.198,226.18,222.91,219.63,0.6668,-219986254,21.35,18.21,221.47,222.64,-6.651,19.691,neutre,positif,-1.62
2024-05-03 03:00:00,WTI,matiere_premiere,66.79,66.83,66.7,66.79,104843,0.2,63.36,0.2474,66.86,66.35,65.84,0.3418,-8049637,85.02,78.97,66.48,66.27,-3.22,30.059,neutre,neutre,1.76
